anime;anime_img;episodes;rate
UzaMaid!;https://img1.ak.crunchyroll.com/i/spire3/d3d772de710a3d8cf66e2da8de7f11c11538711563_full.jpg;13;383
Convenience Store Boy Friends;https://img1.ak.crunchyroll.com/i/spire4/d7ce1f6d630b4dc268b7a84cbb9ba0351499362706_full.jpg;12;354
Tokyo Ghoul: re;https://img1.ak.crunchyroll.com/i/spire1/afda35f6a333439cd51102ba9acc9b371522786306_full.jpg;0;309
Love Live! Sunshine!!;https://img1.ak.crunchyroll.com/i/spire4/d6b86e43bfb2e1973388eef42ca820151507939806_full.jpg;26;458
GARO -VANISHING LINE-;https://img1.ak.crunchyroll.com/i/spire1/b65c07761b414df0f5875ac36adde5ef1507942080_full.jpg;24;449
Yu-Gi-Oh!;https://img1.ak.crunchyroll.com/i/spire1/837409ac43551c978dd2978d3a55f92a1415999996_full.jpg;3;424
18if;https://img1.ak.crunchyroll.com/i/spire4/34a653188bd5ad4088bb34af932e89de1499367052_full.jpg;0;353
Anifile;https://img1.ak.crunchyroll.com/i/spire3/e9410015579ccdcd3be315ca5a02d8581300184669_full.jpg;0;293
Black Butler: Book of Circus;https://img1.ak.crunchyroll.com/i/spire3/7cbdd404f0bb8827990eba58e22a1efa1405016116_full.jpg;10;484
A Certain Scientific Railgun;https://img1.ak.crunchyroll.com/i/spire1/b6bdbc4e16e4f61c5bfc63cdc34306ea1480626126_full.jpg;8;466
AIURA;https://img1.ak.crunchyroll.com/i/spire4/8ebe2d3342f17ee9537bfa68b8e4e7fa1364699314_full.jpg;12;42
Comic Girls;https://img1.ak.crunchyroll.com/i/spire2/8eefc5ad36f97ca0082fa912ec2984e01522885850_full.jpg;12;418
Owarimonogatari;https://img1.ak.crunchyroll.com/i/spire2/a8a938c47dd9fb234e1e6da529b2b5111443563063_full.jpg;15;474
Symphogear;https://img1.ak.crunchyroll.com/i/spire3/04f1dca1fd0dc400fcd8eb1b6bd71e4e1437159674_full.jpg;65;463
Ojisan and Marshmallow;https://img1.ak.crunchyroll.com/i/spire2/fb4ca5e8af9ed9ccca9db6c62811c2bd1452128821_full.jpg;13;449
Teekyu;https://img1.ak.crunchyroll.com/i/spire2/ab43fd8b1be7f2f3c6d3c3a277395da71536274184_full.jpg;108;428
Girly Air Force;https://img1.ak.crunchyroll.com/i/spire3/4556559011834ead5f19ca1a965c11631547077322_full.jpg;12;395
IDOLiSH7;https://img1.ak.crunchyroll.com/i/spire1/c4f910c11fbb50ea92ed086899c6190e1509670708_full.jpg;18;481
YUYUSHIKI;https://img1.ak.crunchyroll.com/i/spire1/03a9516d239b1cdcb2da6bc9b372d9951369774244_full.jpg;0;455
Kaede New Town;https://img1.ak.crunchyroll.com/i/spire1/06f38d8323fd2ee721c4267154196aa41279149967_full.jpg;0;443
Full Metal Panic! Invisible Victory;https://img1.ak.crunchyroll.com/i/spire2/3867b3f219d03dadde9793bed866d43d1523597461_full.jpg;0;44
A Certain Scientific Accelerator;https://img1.ak.crunchyroll.com/i/spire4/34b2a084e1614589fed31043179c99d11562799706_full.jpg;12;412
This Art Club Has a Problem!;https://img1.ak.crunchyroll.com/i/spire2/c1d4c7085f1a2112ce1c21b1b43f1b8b1467896005_full.jpg;12;41
gdgd Fairies;https://img1.ak.crunchyroll.com/i/spire1/0c3efe244bb0352eaa92d317c9ffbaae1357318199_full.jpg;24;405
Onee-chan ga Kita;https://img1.ak.crunchyroll.com/i/spire4/1a9923d20f3cd042580756c0a34230d71388779565_full.jpg;12;393
The Reflection;https://img1.ak.crunchyroll.com/i/spire3/41beaabd6f91ddf47a04c43f7a84c0a71500717872_full.jpg;12;336
The Garden of Sinners;https://img1.ak.crunchyroll.com/i/spire3/720eb9fead5c0174135695d853ec74821518570395_full.jpg;10;461
Chitose Get You!;https://img1.ak.crunchyroll.com/i/spire2/b1a29e869af7a67eef3f3893973b81321341534001_full.jpg;26;424
Katana Maidens ~ Toji No Miko;https://img1.ak.crunchyroll.com/i/spire3/2105c476cc451b036d920050ce59a2f11515106124_full.jpg;25;402
Miss Monochrome - The Animation;https://img1.ak.crunchyroll.com/i/spire1/f0d9114bea0e7755bce467468d65d6dc1443644788_full.jpg;39;388
Ai-Mai-Mi;https://img1.ak.crunchyroll.com/i/spire4/c2eae46dd0742421cb9d59e8ac001d2e1356643672_full.jpg;13;354
Ange Vierge;https://img1.ak.crunchyroll.com/i/spire1/b28e626c84d3596481486d49ed417a311467834357_full.jpg;12;263
Akagi;https://img1.ak.crunchyroll.com/i/spire2/1e7e10cffc04a46c30c53486cc6f070c1377824102_full.jpg;26;468
KINMOZA!;https://img1.ak.crunchyroll.com/i/spire4/7ca648e473ef2c1e56c82f95045384981375477217_full.jpg;24;45
Cuticle Detective Inaba;https://img1.ak.crunchyroll.com/i/spire1/147343502675febc265eb48873d70f1f1357163351_full.jpg;0;435
I've Always Liked You;https://img1.ak.crunchyroll.com/i/spire3/f106598ffa6ec4b751e63191ac26ca491475564561_full.jpg;1;422
Photo Kano;https://img1.ak.crunchyroll.com/i/spire4/f4c2b9e76d7b79fc457bc1f5f7195bc81365622196_full.jpg;0;305
Chivalry of a Failed Knight;https://img1.ak.crunchyroll.com/i/spire1/2e0676fb1eebf156fe96ffb29b1681891543532662_full.jpg;12;479
Magic Kaito 1412;https://img1.ak.crunchyroll.com/i/spire4/73a02c7ac1cc41bf692edfb397137a101420157943_full.jpg;0;464
This Boy is a Professional Wizard;https://img1.ak.crunchyroll.com/i/spire3/92c1f719681cf330ae4fcf63d1a5da631454530725_full.jpg;4;444
My Sweet Tyrant;https://img1.ak.crunchyroll.com/i/spire1/9a95cc791707e1bf0a4f56462a0a88501522978363_full.jpg;25;41
YU-NO: A Girl Who Chants Love at the Bound of This World;https://img1.ak.crunchyroll.com/i/spire1/4534d9a3d562164ee3eb5ab8b1e4bcf91555525067_full.jpg;0;385
ALL OUT!!;https://img1.ak.crunchyroll.com/i/spire4/c57350bd3dad502cd9b1a2a9479b1f9b1482733446_full.jpg;25;489
TO BE HERO;https://img1.ak.crunchyroll.com/i/spire2/74c65447f9023cae095caa692569f80b1475652196_full.jpg;12;453
Our love has always been 10 centimeters apart.;https://img1.ak.crunchyroll.com/i/spire3/a781ab95794a8b38745afed79e6814b51511309159_full.jpg;6;45
Hayate the Combat Butler!;https://img1.ak.crunchyroll.com/i/spire2/c643f18fac9cc0f220c4cf797ef011981529088081_full.jpg;24;429
Clean Freak! Aoyama kun;https://img1.ak.crunchyroll.com/i/spire1/831b6fa67962b190279f49096c7455d21499729866_full.jpg;12;358
RErideD - Derrida, who leaps through time;https://img1.ak.crunchyroll.com/i/spire3/52af57c1f5f6696931d1b630746c9c631537578221_full.jpg;12;297
Natsume Yuujinchou 6;https://img1.ak.crunchyroll.com/i/spire2/d543ac6e44978996d0a2103c3e5f6bab1491904820_full.jpg;13;497
MOBILE SUIT GUNDAM 00;https://img1.ak.crunchyroll.com/i/spire1/07074b150c56e91b313f93b8b246c0451489010084_full.jpg;50;47
WATATEN!: an Angel Flew Down to Me;https://img1.ak.crunchyroll.com/i/spire4/9276c447dd402676e10ca7e151073c9f1546895630_full.jpg;13;459
Sanrio Boys;https://img1.ak.crunchyroll.com/i/spire4/d2933cab9aed645c40ecb2704f767a3b1515204685_full.jpg;12;441
Magimoji Rurumo;https://img1.ak.crunchyroll.com/i/spire4/002993d33e4885a21359e4bffdef6ebe1405117867_full.jpg;14;435
Hakuoki Reimeiroku;https://img1.ak.crunchyroll.com/i/spire3/0805670912bb028b4201de3e78bf1a011341862438_full.jpg;12;432
Day Break Illusion;https://img1.ak.crunchyroll.com/i/spire3/992b4f4ee6bab29dc70b1c33bb5de5361372814618_full.jpg;13;416
Celestial Method;https://img1.ak.crunchyroll.com/i/spire2/164d97b9af160c45490fc037e89ef38f1412274357_full.jpg;13;411
Yuuna and the Haunted Hot Springs;https://img1.ak.crunchyroll.com/i/spire1/77c2f675aee836fbe79393b88c5771541531525457_full.jpg;12;389
Katsugeki TOUKEN RANBU;https://img1.ak.crunchyroll.com/i/spire1/0eceb5e875bf8a87799d16abe43ed1701500429555_full.jpg;13;381
Room Mate;https://img1.ak.crunchyroll.com/i/spire4/1404ad50bf681b51f11b7e0f98021d0e1491959166_full.jpg;12;254
Today's Menu for the Emiya Family;https://img1.ak.crunchyroll.com/i/spire3/54255df186d579c2dfff7c25db0c49da1516840634_full.jpg;13;483
Angolmois: Record of Mongol Invasion;https://img1.ak.crunchyroll.com/i/spire4/d1f8c8e2e69a243941477189070f4a9c1531281549_full.jpg;12;461
GeGeGe no Kitaro;https://img1.ak.crunchyroll.com/i/spire2/24269b54d7f7d67f03c99fdd8c405ddd1522538962_full.jpg;95;444
Fastest Finger First;https://img1.ak.crunchyroll.com/i/spire1/27cc90a73f5954ddcaed89713b3949e21499190589_full.jpg;12;389
MEGANEBU!;https://img1.ak.crunchyroll.com/i/spire2/43afd345244295e98be85e29c46ec8891380408163_full.jpg;0;364
Komori-san Can't Decline!;https://img1.ak.crunchyroll.com/i/spire4/602bc1d131fb53b93afc94c1f6a32dd91444072546_full.jpg;13;333
Joshi Kausei;https://img1.ak.crunchyroll.com/i/spire3/fa1ecb900e0aba66d36e861897c54d091554507891_full.jpg;12;325
Darwin's Game;https://img1.ak.crunchyroll.com/i/spire2/feb9b93904dba761c285970ce6d6ab111580259326_full.jpg;6;486
Chio's School Road;https://img1.ak.crunchyroll.com/i/spire1/5cac94f398c59ca3582fd5c8a75baed71530854171_full.jpg;12;48
Date A Live;https://img1.ak.crunchyroll.com/i/spire2/6d4b2fe18a47244aadc08aa5e18e520a1525813049_full.jpg;0;443
Amanchu!;https://img1.ak.crunchyroll.com/i/spire3/da61b109ab40bc4dba1716506a3ce68a1467925674_full.jpg;25;437
Fan Service;https://img1.ak.crunchyroll.com/i/spire2/e5077ede8e72aeea6b3a26a577a58d301532027825_full.jpg;0;417
Holy Knight;https://img1.ak.crunchyroll.com/i/spire2/92a4fcd140cc8352324b5f3c645311b51424289599_full.jpg;0;257
Time Taxi;https://img1.ak.crunchyroll.com/i/spire1/3b7c51819146ee8774593420af7ba9191415919976_full.jpg;0;485
GTO;https://img1.ak.crunchyroll.com/i/spire1/acf6b6b0c1257f3802a4845f3e9d07a31404833166_full.jpg;0;462
Nyanko Days;https://img1.ak.crunchyroll.com/i/spire1/48e295d4460096cb1b92df033cf4cdaa1483867952_full.jpg;12;438
How clumsy you are, Miss Ueno.;https://img1.ak.crunchyroll.com/i/spire3/2d83bbacc620c50d247bf32535c6c4321549092677_full.jpg;12;435
Hakuoki Season 1;https://img1.ak.crunchyroll.com/i/spire2/c7f6cd191bd7f339659e4ae32ad796ee1353540610_full.jpg;0;418
Anne-Happy;https://img1.ak.crunchyroll.com/i/spire3/b00a7ac00ad404de0104ac1133d34ebf1458598720_full.jpg;12;412
GRANBELM;https://img1.ak.crunchyroll.com/i/spire3/458efa8da0fc57b809b9e45eddaf9c561564607491_full.jpg;13;394
Garakowa -Restore the World-;https://img1.ak.crunchyroll.com/i/spire2/535ac1b5cd5c1f1072739e1863a6f1171449534391_full.jpg;3;382
MOBILE SUIT GUNDAM UNICORN RE:0096;https://img1.ak.crunchyroll.com/i/spire1/118cbf9283ae293482f50929444cd2821459548131_full.jpg;22;362
Trickster;https://img1.ak.crunchyroll.com/i/spire3/2b69aea627e006713d0cabf6b137bc531483473077_full.jpg;0;326
Star Blazers: Space Battleship Yamato;https://img1.ak.crunchyroll.com/i/spire1/d9ca6060742eea3ed04ea37dda6795901510172280_full.jpg;0;47
Utakoi;https://img1.ak.crunchyroll.com/i/spire3/157baf2d561a600b0581c07d8d509e281342037824_full.jpg;13;464
Nobunaga Concerto (Drama);https://img1.ak.crunchyroll.com/i/spire1/850babcabe70590afcac5c8e7b4557111428628112_full.jpg;0;461
Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note;https://img1.ak.crunchyroll.com/i/spire2/127eca8cda95be215f1c562562f72d5d1546269591_full.jpg;14;458
Harukana Receive;https://img1.ak.crunchyroll.com/i/spire2/0bb2e9ba6cee0d7597b046035ac15ea61530858781_full.jpg;12;442
DOUBLE DECKER! DOUG & KIRILL;https://img1.ak.crunchyroll.com/i/spire4/948a0b2f3711ac4eda455fb9652063eb1535865511_full.jpg;16;43
Fafner Exodus;https://img1.ak.crunchyroll.com/i/spire1/9e47bfb83c75f3e1472c4db3c66a3c441420860641_full.jpg;26;418
Children of Ether;https://img1.ak.crunchyroll.com/i/spire2/fb8356c5eadc218375f03aad6901e67c1501024811_full.jpg;1;412
Fate/Grand Order ?First Order?;https://img1.ak.crunchyroll.com/i/spire3/6a9b9b6ea239be382481eda83c354c761483176773_full.jpg;1;355
URAHARA;https://img1.ak.crunchyroll.com/i/spire1/ebe36ac6ee6e6b5fdce5df70a96aa49a1507099342_full.jpg;12;339
Sparrow's Hotel;https://img1.ak.crunchyroll.com/i/spire4/11c125c38f606f32e366b7e11be746361364596545_full.jpg;12;318
Dances with the Dragons;https://img1.ak.crunchyroll.com/i/spire3/d55d9158bab31105141e8cd25d86f5ad1522947538_full.jpg;12;27
BROTHERHOOD FINAL FANTASY XV;https://img1.ak.crunchyroll.com/i/spire3/1d18f6818959fd8a3c0869919572a0ad1459475805_full.jpg;5;488
Young Black Jack;https://img1.ak.crunchyroll.com/i/spire1/2d4b44b152d165887221110745fba3601443819850_full.jpg;12;438
Meiji Tokyo Renka;https://img1.ak.crunchyroll.com/i/spire4/ef6f1771e7b4e985bd65544121f3c1231546987212_full.jpg;12;425
Galilei Donna;https://img1.ak.crunchyroll.com/i/spire3/7b6eb5d137311493e569d076ff803c781380754792_full.jpg;11;341
Momo Kyun Sword;https://img1.ak.crunchyroll.com/i/spire4/fdaae847bf04501daad0ab5af7f0a50c1404853359_full.jpg;12;331
Love To-LIE-Angle;https://img1.ak.crunchyroll.com/i/spire2/7a9d78a444da351aee6949717b4d57a91522805191_full.jpg;12;331
CHRONOS RULER;https://img1.ak.crunchyroll.com/i/spire1/7565f57c352ae7b1a8ef17738153309f1499455994_full.jpg;13;322
Yotsuiro Biyori;https://img1.ak.crunchyroll.com/i/spire1/ee5d1e2e972db91abfdd90284c8b74351523301700_full.jpg;12;49
The Familiar of Zero;https://img1.ak.crunchyroll.com/i/spire3/896ea148297d3f7aeb12bd02463326ec1399425303_full.jpg;13;461
Fushigi Yugi;https://img1.ak.crunchyroll.com/i/spire4/7148a1f928d77c7f29a2d23fa62fb2ad1455652369_full.jpg;0;439
Comical Psychosomatic Medicine;https://img1.ak.crunchyroll.com/i/spire4/0c4e3d1966f490d1fd02a86e88dbbf8a1423784130_full.jpg;20;406
Brave Witches;https://img1.ak.crunchyroll.com/i/spire2/797ea957308ea96dc188d24d11579fe41480964961_full.jpg;12;403
Caligula;https://img1.ak.crunchyroll.com/i/spire4/656934f99424fbd310f768a90a742f611529094876_full.jpg;12;352
Frankenstein Family;https://img1.ak.crunchyroll.com/i/spire2/8a9ceb3552ead9dc55d855b1c20e1ff71536179512_full.jpg;12;284
Between the Sky and Sea;https://img1.ak.crunchyroll.com/i/spire2/8588cf259d64d48b9064ce95826c76e71538571389_full.jpg;12;235
Natsume Yuujinchou 5;https://img1.ak.crunchyroll.com/i/spire2/73da2bc04fa3c225e8eea933982993a61475602593_full.jpg;14;49
Eureka Seven;https://img1.ak.crunchyroll.com/i/spire1/0c9ef07ae31b11cb4e9c1548dc2ea82b1498160894_full.jpg;0;487
BanG Dream!;https://img1.ak.crunchyroll.com/i/spire2/64e590d9c0027bdfdec7f2d8b80c264a1485143598_full.jpg;26;447
Stella Women�s Academy, High School Division Class C3;https://img1.ak.crunchyroll.com/i/spire1/e6d6866e542898996a7bddd6b80456541372790730_full.jpg;0;423
Dagashi Kashi;https://img1.ak.crunchyroll.com/i/spire1/7aabc984a9c19707e7055e24eba593681452427810_full.jpg;12;42
Mobile Suit Gundam Seed;https://img1.ak.crunchyroll.com/i/spire4/c265885a770bdcdf946f88bc7be14be11495662659_full.jpg;48;413
Akiba's Trip The Animation;https://img1.ak.crunchyroll.com/i/spire1/ec2174d3d3bbbaf89b9befe47e9883ad1483520772_full.jpg;0;403
Mobile Suit Gundam Wing;https://img1.ak.crunchyroll.com/i/spire4/12c4005cf97b95e149e841d1a3a6bbe11490302419_full.jpg;49;39
Danchigai;https://img1.ak.crunchyroll.com/i/spire3/03562ac02cc553a6cbab7a7c66d0f9f01436460065_full.jpg;12;39
Wish Upon the Pleiades;https://img1.ak.crunchyroll.com/i/spire3/f297155beaec0e5f1ed091f6ed5d617c1568071180_full.jpg;12;363
Strange+;https://img1.ak.crunchyroll.com/i/spire3/112c3548fe85ce7011da22f9ff4cb5231388688447_full.jpg;24;35
Gunslinger Stratos THE ANIMATION;https://img1.ak.crunchyroll.com/i/spire4/925a59d3e5b5bb0f9e87d8afe51873bc1427920522_full.jpg;12;343
La corda d�oro -Blue Sky-;https://img1.ak.crunchyroll.com/i/spire1/6853acee89086eaf46dfc47b69a225801396566265_full.jpg;12;323
HAKYU HOSHIN ENGI;https://img1.ak.crunchyroll.com/i/spire2/0db7fa4e77f188c4066128fc958e2dc91515741851_full.jpg;25;293
Try Knights;https://img1.ak.crunchyroll.com/i/spire3/99d6bc26005ef5d16cafe5320fa4d5161564431767_full.jpg;12;207
Muromi-san;https://img1.ak.crunchyroll.com/i/spire1/982ba5a7f28472398375dee48a9bf6a11365187649_full.jpg;13;469
SAIYUKI RELOAD BLAST;https://img1.ak.crunchyroll.com/i/spire3/19fceef2ff8dc2899fecfa36bd741a341498718299_full.jpg;12;452
Zatch Bell!;https://img1.ak.crunchyroll.com/i/spire1/11dd9a7f18c460d54c6b5a86f0ba66df1416975771_full.jpg;0;445
Re:ZERO -Starting Life in Another World- SHORTS;https://img1.ak.crunchyroll.com/i/spire1/712391b204434bd926acb402615254801469752554_full.jpg;25;421
Hinako Note;https://img1.ak.crunchyroll.com/i/spire2/174d1540600069f792a2e25f43ae40c31491556645_full.jpg;12;393
The File of Young Kindaichi Returns;https://img1.ak.crunchyroll.com/i/spire2/3ce00ee123deb28690058bce4313b9011443724750_full.jpg;0;39
Absolute Duo;https://img1.ak.crunchyroll.com/i/spire2/49bbd90987cc2b8d5b0f6cc87465c14e1420158261_full.jpg;0;362
Zettai Boei Leviatan;https://img1.ak.crunchyroll.com/i/spire3/08ab9998d9d0641d3ffc39a4467f84581365189311_full.jpg;13;352
Fist of the Blue Sky: Regenesis;https://img1.ak.crunchyroll.com/i/spire4/1573d084547185548e5be03c8f2f6d791539039376_full.jpg;24;272
Monster Strike;https://img1.ak.crunchyroll.com/i/spire4/77cbe4a2108ff933e6bf1c03870c56ac1575329793_full.jpg;159;259
Grimms Notes the Animation;https://img1.ak.crunchyroll.com/i/spire4/a959095513d0997e9be355a22b0ee7891547256783_full.jpg;12;248
Last Cinderella;https://img1.ak.crunchyroll.com/i/spire3/fe2963343a2c770d859bf5ed3027a9591417459245_full.jpg;0;489
Junjo Romantica;https://img1.ak.crunchyroll.com/i/spire3/6a75e241319849bc74b6f93735a417221480583212_full.jpg;0;479
Yu-Gi-Oh! 5D's;https://img1.ak.crunchyroll.com/i/spire3/4d3d909ba50ff696547ce482aa01f5fb1416002263_full.jpg;0;471
Daily Lives of High School Boys;https://img1.ak.crunchyroll.com/i/spire4/86b69583c918db3e003b70b725970afc1513146276_full.jpg;0;471
Little Nemo: Adventures in Slumberland;https://img1.ak.crunchyroll.com/i/spire1/55210d3a05241d869c36321590adfc8d1323300816_full.jpg;0;468
A Lull in the Sea (Nagi-Asu: Nagi no Asukara);https://img1.ak.crunchyroll.com/i/spire3/6546d647f58fa199ee2c70b7eac8b8661444164527_full.jpg;0;457
Moyashimon;https://img1.ak.crunchyroll.com/i/spire4/d82364ba9b1f0414f24714cc4f8f261e1342639264_full.jpg;22;45
"Boku-no-imoutowa""Osaka-okan""";https://img1.ak.crunchyroll.com/i/spire1/44d2c5d1bc5fa8b121c71f1742707fc41356119053_full.jpg;12;343
Seiren;https://img1.ak.crunchyroll.com/i/spire3/6de10ecb62b191e4ab2ef0927eec2db81483710188_full.jpg;12;339
Cheating Craft;https://img1.ak.crunchyroll.com/i/spire4/8354d1bc2886bb05e8b537f962e2d2911475652280_full.jpg;12;30
Os Cavaleiros do Zod�aco;https://img1.ak.crunchyroll.com/i/spire4/7b09fbb42da3d9fa613ec1d025cf41df1411687266_full.jpg;114;496
Mischievous Kiss 2 - Love in Okinawa;https://img1.ak.crunchyroll.com/i/spire4/30b59b197a01a614e7e55b1886c2d3ef1410486118_full.jpg;17;485
Wakakozake (Drama);https://img1.ak.crunchyroll.com/i/spire2/6d56503b0c862829705f3aa1bee329e61452433938_full.jpg;0;47
Inugami-san to Nekoyama-san;https://img1.ak.crunchyroll.com/i/spire2/f7d9ebb45ceba86e262ca09c94e57a251396904978_full.jpg;12;433
ETOTAMA;https://img1.ak.crunchyroll.com/i/spire4/1c9c7733c6a4ec31ff258e1ab1fef4fe1428119941_full.jpg;12;385
True Cooking Master Boy;https://img1.ak.crunchyroll.com/i/spire3/e9ef1778c1a5d5e42dc57c486ae9b17b1570744289_full.jpg;12;352
Xuan Yuan Sword Luminary;https://img1.ak.crunchyroll.com/i/spire3/db4565f9025212d19ce241ee108e46b21538181824_full.jpg;13;33
B-PROJECT;https://img1.ak.crunchyroll.com/i/spire1/8946c82bf2dff9872e2a4b0211ffefe71467446398_full.jpg;0;326
Fan Chronicles: Um Document�rio Crunchyroll;https://img1.ak.crunchyroll.com/i/spire1/e40991345c8b5e6a9943cdc393fb63ea1551143218_full.jpg;3;137
Senryu Girl;https://img1.ak.crunchyroll.com/i/spire2/f40bce3e7b77f3d2797fd0dca53f0f541555109944_full.jpg;12;477
Full Metal Panic!;https://img1.ak.crunchyroll.com/i/spire4/e9252036a2af91e93375ce789aaf8a331508462837_full.jpg;0;477
Lovely Complex;https://img1.ak.crunchyroll.com/i/spire3/b62c3c6d70d38fa10904d76dc60d06761578969109_full.jpg;24;473
Anohana: The Flower We Saw That Day (Drama);https://img1.ak.crunchyroll.com/i/spire3/b328ed36104495b95c04c514b4c2b6ef1442958547_full.jpg;1;427
Anime de Training! Ex;https://img1.ak.crunchyroll.com/i/spire2/fa04db0727a94cb853d9284338049b261536274222_full.jpg;24;377
"CHAOS CHILD";https://img1.ak.crunchyroll.com/i/spire3/30228eb742c57e08dfcba437b0c528681484151699_full.jpg;14;373
Code: Realize ~Guardian of Rebirth~;https://img1.ak.crunchyroll.com/i/spire4/e3071c379b2474672b48c4c7149110681508359985_full.jpg;13;373
Phantom in the Twilight;https://img1.ak.crunchyroll.com/i/spire4/2f7c66b2ae8919bb8475e5e6429600b01531117155_full.jpg;12;358
Soul Buster;https://img1.ak.crunchyroll.com/i/spire1/2d1559bc96e45c0205462bdc86539e951475834693_full.jpg;12;265
Arakawa Under the Bridge;https://img1.ak.crunchyroll.com/i/spire2/c046cff9d38e384acac5dbd3f705e9561359490136_full.jpg;0;476
Death Note;https://img1.ak.crunchyroll.com/i/spire4/697c8b5ff2f49a97348b5507c06e11831576116356_full.jpg;0;472
Locodol;https://img1.ak.crunchyroll.com/i/spire1/9ac1c4e1b0a649363477827e30050b881452031391_full.jpg;15;44
Encouragement Of Climb;https://img1.ak.crunchyroll.com/i/spire3/f2d624eeec0d2bdb7278bdd09e0b8ea91532022699_full.jpg;26;44
BAKUON!!;https://img1.ak.crunchyroll.com/i/spire2/cda9bcf111c8a974295a683c643f89801459737569_full.jpg;12;436
The Magnificent KOTOBUKI;https://img1.ak.crunchyroll.com/i/spire4/8caccd3377ad43b31e02ae79d856691a1549191964_full.jpg;12;396
Angel's 3Piece!;https://img1.ak.crunchyroll.com/i/spire3/51b217ddf76813f060494aaf2348bc6e1499675866_full.jpg;12;372
A Destructive God Sits Next to Me;https://img1.ak.crunchyroll.com/i/spire1/2cc24f87a93c27a35cf3da7604503ab11578698885_full.jpg;10;352
R.O.D.;https://img1.ak.crunchyroll.com/i/spire3/3188bf7f663f2aea647fe030c62482ae1367626856_full.jpg;0;462
Scorching Ping Pong Girls;https://img1.ak.crunchyroll.com/i/spire4/0b8232f22b46d36f8fe52f4127da09c71482733705_full.jpg;12;438
Yu-Gi-Oh! GX;https://img1.ak.crunchyroll.com/i/spire2/938ffd2c76c1d1b7082d1e47ce0352bf1416000077_full.jpg;0;429
Switch Girl!!;https://img1.ak.crunchyroll.com/i/spire4/972bb4aa57b21729744eb9883640a9601413061024_full.jpg;0;412
Future Diary: Another World;https://img1.ak.crunchyroll.com/i/spire4/5d0174e98104b2f94a7a9f6af1eb9a101413060687_full.jpg;0;404
momokuri;https://img1.ak.crunchyroll.com/i/spire2/d5f210096bde2ef386f3aab1f7e7d4fe1467378311_full.jpg;13;404
The Laughing Salesman;https://img1.ak.crunchyroll.com/i/spire3/24084a3df51788e818096663b8cb8e751491247311_full.jpg;12;383
Pan de Peace!;https://img1.ak.crunchyroll.com/i/spire3/9e1c05e4711a225c7ba61d7d291e50321459641447_full.jpg;13;325
Straight Title Robot Anime;https://img1.ak.crunchyroll.com/i/spire4/e54c39524e0543d90084c390a8a4407d1360000093_full.jpg;12;308
Antiquarian Bookshop Biblia's Case Files;https://img1.ak.crunchyroll.com/i/spire1/b6f893a8a3b2038f71e22a0c7420bd9b1415924670_full.jpg;0;496
Black Clover (Dublagens Internacionais);https://img1.ak.crunchyroll.com/i/spire1/c0d08a06dae2ed2877cd15e303df87491533959656_full.jpg;52;491
Yu-Gi-Oh! ARC-V;https://img1.ak.crunchyroll.com/i/spire3/235ab3c88289ee1ab9d0ad977f246cb71479151895_full.jpg;0;461
Liar Game;https://img1.ak.crunchyroll.com/i/spire4/8c71ccf8b2bcb8d56dd2330a0c8bdb601408831502_full.jpg;0;457
Yowamushi Pedal New Generation;https://img1.ak.crunchyroll.com/i/spire4/159148a04cab24048b85b32b100adcca1527268997_full.jpg;50;448
Blade Runner Black Out 2022;https://img1.ak.crunchyroll.com/i/spire3/362f351bb80a19d943afc95f599e3dae1506377248_full.jpg;0;448
Yakitate!! Japan;https://img1.ak.crunchyroll.com/i/spire1/264e177ac6879c574e5205a356637bba1447452106_full.jpg;0;443
PERSONA5 the Animation -THE DAY BREAKERS-;https://img1.ak.crunchyroll.com/i/spire3/5c5e67e3b740b7d609bdcf1dc13247801472856372_full.jpg;1;426
Bokurano;https://img1.ak.crunchyroll.com/i/spire2/c34543e21a7d483c4ee04c43bf6224941457473875_full.jpg;0;417
Re-Kan!;https://img1.ak.crunchyroll.com/i/spire4/75b2c08e6d279f5975a7ae77168da2881428009461_full.jpg;0;417
The Moment You Fall in Love;https://img1.ak.crunchyroll.com/i/spire1/0864e47743dc6298ac3ae945d85dc8161496775332_full.jpg;1;409
Lychee Light Club;https://img1.ak.crunchyroll.com/i/spire2/c5bf57c09aa20dacefea976c61375c171350060834_full.jpg;8;343
ARIA The ANIMATION;https://img1.ak.crunchyroll.com/i/spire1/10b2578232043ae255d3a0876548c5c61568140027_full.jpg;0;486
MAGICAL CIRCLE GURU-GURU;https://img1.ak.crunchyroll.com/i/spire2/da12f39436dbe186a67d6dbb96e4971b1534191908_full.jpg;24;468
Ultraman Orb;https://img1.ak.crunchyroll.com/i/spire3/40f83e47cfbbf2fc2ce9ff08208d9a361468015307_full.jpg;25;468
Dororo Motion Magazine;https://img1.ak.crunchyroll.com/i/spire2/f1115419e7a0a4a53d4098a38f4a85f81279151111_full.jpg;0;464
Mr. TONEGAWA Middle Management Blues;https://img1.ak.crunchyroll.com/i/spire2/6d273aaff9098958aa5394c5c1cb99d71530574338_full.jpg;24;459
Fate/Grand Order Absolute Demonic Front: Babylonia;https://img1.ak.crunchyroll.com/i/spire3/5e2029d2c96cf5f92af034feec6e72c91573014688_full.jpg;18;418
