anime;anime_img;episodes;rate
The Tenth Prism (Motion Manga);https://img1.ak.crunchyroll.com/i/spire1/027a991c8c8d8decef8e89772edda9c41435184233_full.jpg;0;40
The Glass Mask Year 3 Class D;https://img1.ak.crunchyroll.com/i/spire3/52cb20fa5744fe54cbada3156d94ef891476841305_full.jpg;13;40
Life in Additional Time;https://img1.ak.crunchyroll.com/i/spire1/1daf49206dd14f26fef9f1479d8a8f671427852680_full.jpg;0;40
Action Heroine Cheer Fruits;https://img1.ak.crunchyroll.com/i/spire3/264089cc4dbda8009516bf01eda21b181541054851_full.jpg;0;35
Ultra Maniac;https://img1.ak.crunchyroll.com/i/spire4/f3bec0b35c96df3c7b18fa7b605599161557424156_full.jpg;0;35
Chiruran 1/2;https://img1.ak.crunchyroll.com/i/spire1/6719f63d550023c2577febfa877149fa1483983450_full.jpg;12;35
Japa Con Presents: Agent HaZAP;https://img1.ak.crunchyroll.com/i/spire3/c1f31e5fe01e065f3d888e7e8edacd461493073140_full.jpg;0;30
ORECA BATTLE;https://img1.ak.crunchyroll.com/i/spire4/a01439db4b5d72b448fe33c6af920a181396811495_full.jpg;0;30
PEACE MAKER KUROGANE;https://img1.ak.crunchyroll.com/i/spire3/47eec6706ac29b64be06a0f52e36e24a1553641062_full.jpg;1;30
THE [email�protected] SideM  Wakeatte Mini!;https://img1.ak.crunchyroll.com/i/spire3/40186beb1b031d2ab401520bf14050c31539076280_full.jpg;12;30
Female Convict Scorpion;https://img1.ak.crunchyroll.com/i/spire4/eb073f2da5cdbad6e8cac798912f91f61369078115_full.jpg;0;30
Dai-Guard;https://img1.ak.crunchyroll.com/i/spire1/61ba6d2bfb483f140d7285ef6192ad0f1566851120_full.jpg;0;25
Gasaraki;https://img1.ak.crunchyroll.com/i/spire3/8ff90abd71c152909b4129214d4b071c1487113651_full.jpg;0;25
Soul Link;https://img1.ak.crunchyroll.com/i/spire2/e12020e47427eac73306f0d4f47a556e1566851080_full.jpg;0;20
Shinobi Girl: The Movie;https://img1.ak.crunchyroll.com/i/spire2/363398edca092d2c0e14b15809a2535c1448488837_full.jpg;0;20
DYNAMIC CHORD;https://img1.ak.crunchyroll.com/i/spire4/0cceac969f333e6f28c2f667ad3820131541631971_full.jpg;12;10
SHOKU-KING (Motion Manga);https://img1.ak.crunchyroll.com/i/spire4/75aa0ff4be9b95531e134a79060f10b11435184205_full.jpg;0;50
Sailor Moon R: The Movie;https://img1.ak.crunchyroll.com/i/spire1/155d9b8e6d3521537a9c941560281f941576129350_full.jpg;0;50
Katana Maidens ~ Mini Toji;https://img1.ak.crunchyroll.com/i/spire3/deb0ebb4b44cb70865105d6fba2e12dc1546658576_full.jpg;11;50
Naruto the Movie: Ninja Clash in the Land of Snow;https://img1.ak.crunchyroll.com/i/spire2/59c39518ee93311d8bcdc5489e1544a81576105035_full.jpg;0;50
Naruto the Movie: Legend of the Stone of Gelel;https://img1.ak.crunchyroll.com/i/spire2/6756de0f904992e991ff445b893a3e331576105099_full.jpg;0;50
Jungle Emperor Leo;https://img1.ak.crunchyroll.com/i/spire3/4aade320254dd7c2d62067a811339ad01504136868_full.jpg;0;50
Naruto the Movie: Guardians of the Crescent Moon Kingdom;https://img1.ak.crunchyroll.com/i/spire1/7374c57a0a307cd57c6588404b5c168b1576105147_full.jpg;0;50
GoShogun;https://img1.ak.crunchyroll.com/i/spire3/70156ee4cf86b6f7511b441d5cfd44611557370320_full.jpg;0;50
NG Knight Lamune & 40;https://img1.ak.crunchyroll.com/i/spire1/5d3d8e5f0be4bebaec440dc818145fb21560458285_full.jpg;0;50
Road To Ninja -Naruto the Movie;https://img1.ak.crunchyroll.com/i/spire1/a43e8e0f97875bbc48b958fe91e9ad4a1576186492_full.jpg;0;50
The Crunchyroll Anime Awards;https://img1.ak.crunchyroll.com/i/spire1/0c9fb1ac76581784e7c48991217d4f631550781420_full.jpg;0;50
Gakuen Basara: Samurai High School;https://img1.ak.crunchyroll.com/i/spire1/c29ef24e58b40e0cab78826bab8c0ca51543360114_full.jpg;0;50
Kamen no Maid Guy;https://img1.ak.crunchyroll.com/i/spire3/001b382fa80907b5ce68e58386983f9a1566947142_full.jpg;0;50
EAT-MAN '98;https://img1.ak.crunchyroll.com/i/spire3/a0491adc47565b7e27459137c38ea7da1557896531_full.jpg;0;50
Knuspercast;https://img1.ak.crunchyroll.com/i/spire1/9aaf0a8b871a52c4db82195766c82b211452680571_full.jpg;0;50
Magic User's Club;https://img1.ak.crunchyroll.com/i/spire2/0263c26af50fe8fb0ba158d8525af4121482888583_full.jpg;0;50
Steel Fisted Dragon;https://img1.ak.crunchyroll.com/i/spire4/c760e1c4a68c1697e25b4e7ee62dce211369078317_full.jpg;0;50
VS Knight Lamune & 40 Fire;https://img1.ak.crunchyroll.com/i/spire2/6805bb0ccd981c55461b92f9f269be641568828047_full.jpg;0;50
Naruto Shippuden the Movie: The Will of Fire;https://img1.ak.crunchyroll.com/i/spire4/ed9b445fc3696a705e6940074baf38db1576130040_full.jpg;0;50
Divine Gate;https://img1.ak.crunchyroll.com/i/spire2/1fe2848ed0a362d7654d92a47b707e8b1452545704_full.jpg;0;40
Wooser�s Hand-to-Mouth Life: Phantasmagoric Arc;https://img1.ak.crunchyroll.com/i/spire2/32f76b87f950d9fcfec4bc302fa11e3b1436040024_full.jpg;13;40
Soul Hunter;https://img1.ak.crunchyroll.com/i/spire4/fda0b1de60b537aacc370608e95015891504136198_full.jpg;0;40
God Mars;https://img1.ak.crunchyroll.com/i/spire3/1c2285d47e7a0fd2f47f754bd9e8aba11448370317_full.jpg;0;30
Arcana;https://img1.ak.crunchyroll.com/i/spire2/1168f983e55f1bb7eba4c5e1fbd8624e1430009063_full.jpg;0;30
SNACK WORLD;https://img1.ak.crunchyroll.com/i/spire3/fc8f224bd8c4febb563825d11f06db011581667817_full.jpg;0;20
8 Man After;https://img1.ak.crunchyroll.com/i/spire3/4f4c26e73f95a95c7244e690386578f31557902059_full.jpg;0;10
Zo Zo Zombie;https://img1.ak.crunchyroll.com/i/spire3/06b215ee1439fb4bd8954bad4481979b1584311792_full.jpg;0;10
Cosmo Warrior Zero;https://img1.ak.crunchyroll.com/i/spire4/808301236f1322c128dfc96b1b0d92c11557897648_full.jpg;0;10
Mischievous Kiss - The Movie;https://img1.ak.crunchyroll.com/i/spire4/2060658bab4ef5c071ae76b619004a941581632821_full.jpg;3;0
K Missing Kings;https://img1.ak.crunchyroll.com/i/spire4/6bfc09aec7dd25d79ad368e4918b541a1575922052_full.jpg;0;0
Naruto Shippuden the Movie: Blood Prison;https://img1.ak.crunchyroll.com/i/spire4/72962ad98ad3b416187f2269c57ef8c91576129814_full.jpg;0;0
The Adventures of the Little Prince;https://img1.ak.crunchyroll.com/i/spire4/6ab0967769f1d009d5d03b8be375fc221558034189_full.jpg;0;0
Inuyasha the Movie 3: Swords of an Honorable Ruler;https://img1.ak.crunchyroll.com/i/spire3/7a6a77ab4b7d09c2b2abe807d321f0341576043564_full.jpg;0;0
Swan Lake;https://img1.ak.crunchyroll.com/i/spire3/12414f70d2d05208d5fb8964f43e14c51558548022_full.jpg;0;0
Psybuster;https://img1.ak.crunchyroll.com/i/spire3/f82a2cba3ce443b6ead3219bc9c40e4b1558034737_full.jpg;0;0
Crunchyroll Convention Highlights;https://img1.ak.crunchyroll.com/i/spire2/f023712807a4257a58b619b804acc5db1456793075_full.jpg;0;0
Captain Harlock: Arcadia of my Youth - Endless Orbit SSX;https://img1.ak.crunchyroll.com/i/spire4/c7bf49f269f69c441b546a02b8ebeeb71557792210_full.jpg;0;0
Inuyasha the Movie 2: The Castle Beyond the Looking Glass;https://img1.ak.crunchyroll.com/i/spire3/12ced6ee99ef56d9f75038a22c28b4341576187549_full.jpg;0;0
K: Seven Stories;https://img1.ak.crunchyroll.com/i/spire2/1f043c57dda9f19956a967cb59703bd51575922084_full.jpg;0;0
The Dragon Lives;https://img1.ak.crunchyroll.com/i/spire2/51235113e3e7e431c43c507d926e61841369078382_full.jpg;0;0
Inuyasha the Movie:  Affections Touching Across Time;https://img1.ak.crunchyroll.com/i/spire2/b71dbf97176bca6676ab881caf12d2471576187490_full.jpg;0;0
Naruto Shippuden the Movie: The Lost Tower;https://img1.ak.crunchyroll.com/i/spire2/81d3f11e1ce1ece56ef61015b87d035f1576129767_full.jpg;0;0
Inuyasha the Movie 4: Fire On the Mystic Island;https://img1.ak.crunchyroll.com/i/spire2/5f27b637c949fd49b422779c629946581576187724_full.jpg;0;0
Space Warrior Baldios;https://img1.ak.crunchyroll.com/i/spire4/e689708873db9f4ff13e85b058d07cec1557260559_full.jpg;0;0
Captain Harlock: Arcadia of my Youth;https://img1.ak.crunchyroll.com/i/spire1/fc4f9381112bf12b77562a31ebafc1151568675665_full.jpg;0;0
Osomatsu-kun;https://img1.ak.crunchyroll.com/i/spire4/b0778c2ac4a5560ed2de18e43c47c89b1558539353_full.jpg;0;0
Magic User's Club OVA;https://img1.ak.crunchyroll.com/i/spire4/3371be1b43b8b89e6f92d3d7245939a31480521095_full.jpg;0;0
Izumo: Flash of a Brave Sword;https://img1.ak.crunchyroll.com/i/spire1/94ec4b96e8cb9aadeb5fd20c33f10db81568673852_full.jpg;0;0
